Instrument ID,Image Filename,Image Citation,Instrument Name,Instrument Description,Instrument Uses,Other Names,Image URL
155,155_Harrington Retractor.png,Teleflex Incorporated - Surgical Catalog. (n.d). Hand-Held Retractors: Harrington Retractor. https://www.teleflexsurgicalcatalog.com/pilling/product/482370-harrington-retractor,Harrington Retractor,"Harrington Retractors are essential instruments in abdominal surgeries. Also referred to as ""sweetheart"" retractors due to their unique heart-shaped blades, they are designed to provide optimal exposure of deep tissues and organs. Named after Dr. Paul Harrington, these retractors offer precision and minimal tissue disruption.","Harrington retractors are used in several types of procedures: in abdominal surgeries, they help hold back tissues and organs to provide clear access to the surgical site, making them indispensable in liver surgery, intestinal surgery, and other deep abdominal operations; for liver retraction, the heart-shaped blade is particularly effective in lifting and holding the liver, reducing the risk of trauma and allowing surgeons to work efficiently on underlying structures; and in general surgery, they are versatile enough to be used in various procedures that require deep tissue retraction and exposure.",Sweetheart retractors,https://www.teleflexsurgicalcatalog.com/pilling/product/482370-harrington-retractor
156,157_BoneTaps.png,"CZMEDITECH. (n.d.). Multi-functional bone drill. CZMEDITECH. Retrieved March 13, 2025, from https://www.czmeditech.com/fil/Multi-functional-Bone-Drill-pd44502450.html",Bone Drill Set,"Bone Drills are tools used to bore holes into bone, allowing for the placement of screws or other fixation devices during surgical procedures. They come in various designs, including manual hand drills and powered drills, and are often made of stainless steel.","A tool employed to bore holes into bone, allowing for the placement of screws or other fixation devices during surgical procedures.","Orthopedic Drill, Surgical Drill",https://www.czmeditech.com/fil/Multi-functional-Bone-Drill-pd44502450.html
157,,"Orthopromed Inc. (n.d.). Bone taps. Orthopromed Inc. Retrieved March 13, 2025, from https://www.orthopromed.com/product/bone-taps/",Bone Taps,"Bone Taps are surgical instruments resembling screws with spiral flutes and a handle or shank. They are designed to create threads in pre-drilled bone holes, facilitating the insertion of bone screws during orthopedic procedures.","Utilized to create threads within pre-drilled bone holes, facilitating the insertion of bone screws during orthopedic surgeries.","Orthopedic Taps, Bone Screw Taps",https://www.orthopromed.com/product/bone-taps/
158,158_PlateBender.png,"IndoSurgicals. (n.d.). Plate bender small (pair). IndoSurgicals. Retrieved March 13, 2025, from https://www.indosurgicals.com/orthopedic-instruments/orthopedic-plate-bender/35467-orthopedic-plate-bender-small-pair.php",Plate Bender,"Plate Benders are specialized instruments designed to shape and contour orthopedic plates, ensuring they conform to the anatomical structure of a patient's bone for effective stabilization and fixation during surgery. They typically consist of a handle and curved, adjustable jaws that can be opened and closed to grip and bend the plates.","A specialized instrument designed to shape and contour orthopedic plates, ensuring they conform to the anatomical structure of a patient's bone for effective stabilization and fixation during surgery.","Bone Plate Bender, Plate Bending Pliers, Plate Bending Irons",https://www.indosurgicals.com/orthopedic-instruments/orthopedic-plate-bender/35467-orthopedic-plate-bender-small-pair.php
159,159_Doyen Abdominal Retractor.png,MPM Medical Supply. (n.d.). Doyen abdominal retractor. https://www.mpmmedicalsupply.com/products/doyen-abdominal-retractor?srsltid=AfmBOooNhRWFd5cjYMLwXEfC0m-3FtI0Dm5S6RQxNsijd_Q1Zdnwblxb,Doyen Abdominal Retractor,"Is a handheld surgical instrument designed for retracting the abdominal wall during abdominal surgeries. It has a curved, flat blade with a gentle, smooth surface that helps to hold back tissues without causing damage. The retractor is typically used for deep retraction and is often employed when the surgeon needs to provide optimal exposure of internal structures during the operation.","Primarily indicated for use in abdominal surgeries, particularly when a broad, controlled retraction of the abdominal wall is needed. It is commonly used in gastrointestinal surgeries, bladder surgeries, and pelvic surgeries to provide access to deeper abdominal structures, facilitate clear visualization, and improve the surgeon's ability to operate efficiently in the deeper or more confined areas of the abdominal cavity.",,https://www.mpmmedicalsupply.com/products/doyen-abdominal-retractor?srsltid=AfmBOooNhRWFd5cjYMLwXEfC0m-3FtI0Dm5S6RQxNsijd_Q1Zdnwblxb
160,160_sternotomy saw.png,Medical Expo (n.d.). Medical equipment image. https://img.medicalexpo.com/images_me/photo-m2/68192-8736373.jpg,Sternotomy Saw,"A Sternotomy Saw is a powered surgical instrument used to cut through the sternum (breastbone) during open-heart surgery, primarily for procedures like coronary artery bypass grafting (CABG).","Specifically used to perform a median sternotomy, which is the surgical splitting of the sternum (breastbone) lengthwise. Creates a wide opening in the chest cavity, providing surgeons with direct access to the heart and other mediastinal structures. Essential for open-heart procedures such as coronary artery bypass grafting (CABG), valve replacements, and heart transplants.","Sternal Saw, Bone Saw",https://img.medicalexpo.com/images_me/photo-m2/68192-8736373.jpg
161,161_CPB machine.png,ResearchGate (n.d.). Photograph of a mast-mounted heart-lung machine. https://www.researchgate.net/profile/Dale_Lawson/publication/303725965/figure/fig4/AS:690725616369669@1541693228997/Photograph-of-a-mast-mounted-heart-lung-machine-Courtesy-of-Sorin-Group-Mirandola.jpg,Cardiopulmonary Bypass (CPB) Machine,"The Cardiopulmonary Bypass (CPB) Machine is a medical device that temporarily takes over the function of the heart and lungs during cardiac surgery. It diverts blood away from the heart and lungs, oxygenates it, and returns it to the patient's circulatory system, allowing surgeons to operate on a still, bloodless heart.","Temporarily diverts blood away from the heart and lungs, allowing surgeons to operate on a still, bloodless heart. Oxygenates the blood and removes carbon dioxide, mimicking the function of the lungs. Maintains blood circulation and perfusion to vital organs during complex cardiac surgeries. Allows surgeons to operate on a dry and still surgical field.","Heart-Lung Machine, Bypass Pump",https://www.researchgate.net/profile/Dale_Lawson/publication/303725965/figure/fig4/AS:690725616369669@1541693228997/Photograph-of-a-mast-mounted-heart-lung-machine-Courtesy-of-Sorin-Group-Mirandola.jpg
162,162_Aortic Venous Cannula.png,Getinge (n.d.). HLS cannulae. https://www.getinge.com/siteassets/start/product-catalog/hls-cannulae/hls-cannulae-1280x1280-1.jpg/constrain-0x640--2032000492.jpg,Aortic and Venous Cannulas,"Aortic and Venous Cannulas are tubes inserted into the aorta and vena cava, respectively, during cardiopulmonary bypass (CPB). They serve as conduits for diverting blood from the patient's circulatory system to the CPB machine and returning oxygenated blood back to the patient.",Aortic cannula: Inserted into the ascending aorta to deliver oxygenated blood from the CPB machine back into the systemic circulation. Venous cannula: Inserted into the vena cava (superior and/or inferior) to drain deoxygenated blood from the body into the CPB machine. These cannulas establish the connection between the patient's circulatory system and the CPB circuit.,"Cannulas, Cannulae, Bypass Cannulas/Cannulae",https://www.getinge.com/siteassets/start/product-catalog/hls-cannulae/hls-cannulae-1280x1280-1.jpg/constrain-0x640--2032000492.jpg
163,163_endoscopic harvesting system.png,Getinge (n.d.). Vasoview Hemopro 2 Endoscopic Vessel Harvesting System. https://www.getinge.com/siteassets/start/product-catalog/vasoview-hemopro-2-endoscopic-vessel-harvesting-system/vasoview-hemopro-2-endoscopic-vessel-harvesting-system-1280x1280-1.jpg/constrain-0x640-737103746.jpg,Endoscopic Vessel Harvesting System,"An Endoscopic Vessel Harvesting System is a minimally invasive surgical tool used to remove blood vessels (typically veins from the leg or arteries from the arm) for use as grafts in coronary artery bypass grafting (CABG). It employs a small incision and a camera-equipped scope to visualize and dissect the vessel, minimizing tissue trauma.","Minimally invasive removal of saphenous veins from the leg or radial arteries from the arm. Reduces incision size, scarring, and postoperative pain compared to traditional open vessel harvesting. Improves patient recovery and reduces the risk of wound complications. Used to aquire vessels for coronary artery bypass grafting.","EVH System, Minimally Invasive Vessel Harvesting System",https://www.getinge.com/siteassets/start/product-catalog/vasoview-hemopro-2-endoscopic-vessel-harvesting-system/vasoview-hemopro-2-endoscopic-vessel-harvesting-system-1280x1280-1.jpg/constrain-0x640-737103746.jpg
164,164_coro artery scissors.png,SIS Supplies (n.d.). Cardiovascular and thoracic equipment. https://sissupplies.com/images/medical/store-images/cardiovascular%20and%20thoracic/401921887312.jpeg,Coronary Artery Scissors,"Coronary Artery Scissors are specialized, very fine scissors designed for precise cutting of coronary arteries during cardiac surgery, particularly during anastomosis in CABG procedures. They are crucial for creating accurate and clean vessel openings.",Precise cutting of coronary arteries during anastomosis in CABG procedures. Creating accurate and clean vessel openings for graft placement. Trimming and shaping coronary arteries to ensure proper blood flow.,"Coronary Scissors, Vessel Scissors",https://sissupplies.com/images/medical/store-images/cardiovascular%20and%20thoracic/401921887312.jpeg
165,165_coro artery dilators.png,Teleflex Surgical Catalog (n.d.). SR 355290. https://www.teleflexsurgicalcatalog.com/images/products/pilling/hi-res/SR_355290.jpg,Coronary Artery Dilators,"Coronary Artery Dilators are slender, tapered instruments used to gently widen narrowed coronary arteries during cardiac surgery. They help improve blood flow and facilitate the placement of grafts or other devices.",Gently widening narrowed coronary arteries to improve blood flow. Facilitating the placement of grafts or other devices during cardiac surgery. Used to verify patency of coronary vessels.,"Vessel Dilators, Coronary Dilators",https://www.teleflexsurgicalcatalog.com/images/products/pilling/hi-res/SR_355290.jpg
166,166_coro shunt.png,Getinge (n.d.). Axius Coronary Shunt. https://www.getinge.com/siteassets/start/product-catalog/axius-coronary-shunt/axius-coronary-shunt-1280x1280-1.jpg/constrain-0x640--2100650662.jpg,Coronary Shunt,A Coronary Shunt is a small tube temporarily inserted into a coronary artery during cardiac surgery to maintain blood flow to the heart muscle while the artery is being worked on. They prevent ischemia and protect the myocardium.,Temporarily maintains blood flow to the heart muscle during coronary artery procedures. Prevents ischemia (lack of blood flow) and protects the myocardium (heart muscle). Provides a bloodless field for the surgeon to work.,"Shunt, Intracoronary Shunt",https://www.getinge.com/siteassets/start/product-catalog/axius-coronary-shunt/axius-coronary-shunt-1280x1280-1.jpg/constrain-0x640--2100650662.jpg
167,167_vessel clip.png,Wexler Surgical (n.d.). AL2030 1 TN. https://www.wexlersurgical.com/images//webp/AL2030_1_TN.webp,Vessel Clips,"Vessel Clips are small, metal or polymer clips used to occlude blood vessels during surgery, preventing blood loss. They are applied with a clip applier and provide a secure closure.",Occluding blood vessels to prevent blood loss during surgery. Ligating (tying off) small blood vessels. Marking or identifying specific vessels.,"Surgical Clips, Hemoclips",https://www.wexlersurgical.com/images//webp/AL2030_1_TN.webp
168,168_suture passer.png,Anika (n.d.). 5-20164 PTS Passer w/ Needle Loaded. https://anika.com/wp-content/uploads/2022/01/5-20164-PTS-Passer-w-needle-loaded_croped.jpg,Suture Passer,"Suture Passer is an instrument designed to facilitate the placement of sutures in hard-to-reach or deep tissues. It helps guide the suture needle through tissue, simplifying complex suturing tasks.",Facilitating the placement of sutures in deep or difficult-to-reach tissues. Simplifying complex suturing tasks. Used in minimaly invasive procedures.,"Suture Guide, Needle Passer",https://anika.com/wp-content/uploads/2022/01/5-20164-PTS-Passer-w-needle-loaded_croped.jpg
169,169_frazier.png,Teleflex Surgical Catalog (n.d.). SR KM42830. https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_KM42830.jpg,Frazier Suction Tip,"The Frazier Suction Tip is a thin, angled suction tip used for precise suctioning in delicate surgical areas. It's often used in neurosurgery, ENT surgery, and other procedures requiring fine suction control.","Precise suctioning in delicate surgical areas, such as neurological or ENT procedures. Removing small amounts of fluid or debris from confined spaces. Used when working around delicate nerves.","Frazier Tip, Fine Suction Tip",https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_KM42830.jpg
170,170_gerald forceps.png,SurgiTech (n.d.). FR-084-17. https://surgitech.net/wp-content/uploads/2021/11/FR-084-17.jpg,Gerald Forceps,Gerald Forceps are delicate tissue forceps used for grasping and manipulating fine tissues during surgical procedures. They are often used in vascular and plastic surgery due to their precise handling capabilities.,Grasping and manipulating fine tissues during surgical procedures. Used in vascular and plastic surgery for precise tissue handling. Used when atraumatic tissue manipulation is required.,"Gerald Tissue Forceps, Fine Forceps",https://surgitech.net/wp-content/uploads/2021/11/FR-084-17.jpg
171,171_potts scissors.png,Wexler Surgical (n.d.). SL0741 1F TN. https://www.wexlersurgical.com/images//webp/SL0741_1F_TN.webp,Potts Scissors,Potts Scissors are specialized scissors used for extending arteriotomies or venotomies during vascular surgery. They have angled blades that allow for precise cutting of blood vessels.,Extending arteriotomies or venotomies during vascular surgery. Creating precise incisions in blood vessels. Used for delicate vascular work.,"Potts-Smith Scissors, Vascular Scissors",https://www.wexlersurgical.com/images//webp/SL0741_1F_TN.webp
172,172_sternal retractor.png,Teleflex Surgical Catalog (n.d.). SR 341389. https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_341389.jpg,Sternal Retractors,"A Sternal Retractor is a surgical instrument designed to separate the sternum (breastbone) after it has been divided during a median sternotomy, a common procedure in open-heart surgery. It provides surgeons with a clear and stable view of the thoracic cavity, facilitating access to the heart and other mediastinal structures","To separate the sternum after a median sternotomy, providing access to the heart and mediastinal structures during open-heart surgery. It holds the sternum in a fixed, open position, allowing surgeons to perform procedures such as coronary artery bypass grafting (CABG), valve replacements, and heart transplants. It ensures a stable surgical field and minimizes trauma to surrounding tissues.","Sternal Spreader, Chest Retractor, Sternum Retractor",https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_341389.jpg
173,173_thoracoscopic retractor.png,Wexler Surgical (n.d.). DL8404 1 a. https://www.wexlersurgical.com/images//webp/DL8404_1_a.webp,Thoracoscopic Retractor,"A Thoracoscopic Retractor is a specialized instrument used in video-assisted thoracoscopic surgery (VATS) to hold tissues and organs out of the way, providing a clear view of the surgical field through small incisions.",Holding tissues and organs out of the way during VATS procedures. Providing a clear view of the surgical field through small incisions. Increasing the working space inside the thoracic cavity.,"VATS Retractor, Endoscopic Retractor",https://www.wexlersurgical.com/images//webp/DL8404_1_a.webp
174,174_IMA retractor.png,Vitalcor (n.d.). 74252 right. https://www.vitalcor.com/filebin/images/full/74252_right.1363036846.jpg,Internal Mammary Artery Retractor,An Internal Mammary Artery Retractor is a specialized retractor used during CABG to hold the internal mammary artery (IMA) in place while it is being harvested for use as a bypass graft. It ensures precise and atraumatic dissection.,Holding the IMA in place during harvesting for CABG. Ensuring precise and atraumatic dissection of the IMA. Provides a stable surgical field while harvesting the IMA.,IMA Retractor,https://www.vitalcor.com/filebin/images/full/74252_right.1363036846.jpg
175,175_sauerbruch rib shears.png,SmushCDN (n.d.). 60-1225-1. https://b3896616.smushcdn.com/3896616/wp-content/uploads/60-1225-1-1024x1024.jpg?lossy=2&strip=1&webp=1,Sauerbruch Rib Shears,Sauerbruch Rib Shears are heavy-duty surgical scissors used to cut ribs during thoracotomy procedures. They provide a clean and efficient cut through the rib bone.,Cutting ribs during thoracotomy procedures. Providing a clean and efficient cut through the rib bone. Used to gain access to the thoracic cavity.,"Rib Shears, Rib Cutters",https://b3896616.smushcdn.com/3896616/wp-content/uploads/60-1225-1-1024x1024.jpg?lossy=2&strip=1&webp=1
176,176_doyen rib raspatory.png,Avante (n.d.). HvuNvgjMDGYVONHOUttETExDeQAH9Fh7oWpqyhW7. https://storage.googleapis.com/avante/images/HvuNvgjMDGYVONHOUttETExDeQAH9Fh7oWpqyhW7.jpeg,Doyen Rib Raspatory,A Doyen Rib Raspatory is a surgical instrument used to remove periosteum (the membrane covering bone) from the rib during thoracotomy. It prepares the rib for cutting or removal.,Removing periosteum from the rib during thoracotomy. Preparing the rib for cutting or removal. Used to minimize trauma to surrounding tissues.,"Rib Raspatory, Periosteal Elevator",https://storage.googleapis.com/avante/images/HvuNvgjMDGYVONHOUttETExDeQAH9Fh7oWpqyhW7.jpeg
177,177_bailey rib approx.png,Teleflex Surgical Catalog (n.d.). SR 341450. https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_341450.jpg,Bailey Rib Approximator,"A Bailey Rib Approximator is a surgical instrument used to bring the ribs back together after a thoracotomy, facilitating closure of the chest wall. It ensures proper alignment and stability.",Bringing the ribs back together after a thoracotomy. Facilitating closure of the chest wall. Ensuring proper alignment and stability of the rib cage.,"Rib Approximator, Rib Closer",https://www.teleflexsurgicalcatalog.com/images/products/pilling/details/SR_341450.jpg
178,178_HohmannRetractor.png,GerMedUSA Inc. (n.d.). Hohmann Retractor. https://www.germedusa.com/p-11202-hohmann-retractor.aspx,Hohmann Retractor,"The Hohmann Retractor features a smooth handle that flares into a flat, broad blade, which then narrows before ending in a leaf-shaped tip. This configuration allows for effective engagement with bone while minimizing soft tissue damage.","The Hohmann retractor is a surgical instrument primarily used in orthopedic procedures to retract soft tissues, such as muscles and fascia, thereby exposing underlying bone structures.  Its design facilitates effective retraction while minimizing tissue damage, making it particularly valuable in minimally invasive surgeries.  By providing a clear view of the surgical field, the Hohmann retractor enhances surgical precision and contributes to improved patient outcomes.",Bone Lever Retractor,https://www.germedusa.com/p-11202-hohmann-retractor.aspx
179,179_stille gouge.png,"Stille AB. (2019, December 19). ORIGINAL STILLE GOUGE - STILLE. Stille Global. https://www.stille.se/product/original-stille-gouge/",Stille Gouge,"A Stille gouge is a surgical instrument, specifically a type of bone chisel, used in neurosurgical and orthopedic procedures for cutting and shaping bone, featuring a narrow handle and a slim neck that widens to a funnel-shaped blade","Stille gouges are designed to gouge, scrape, and scoop bone during surgical procedures. 
",Stille gouge is also known as a Stille-type gouge or a chisel ,https://www.stille.se/product/original-stille-gouge/
180,180_Bone Nibbler.png,"691.012 | Bone Nibbler Curved Small (D.A) - Hardik International. (2024, October 22). Hardik International. https://hardikinternational.com/product/691-012-bone-nibbler-curved-small-d-a/",Bone Nibbler,"Bone nibblers are surgical instruments used to precisely cut or remove bone tissue during procedures like fracture fixation, joint reconstruction, and osteotomies, with double-action nibblers offering enhanced cutting efficiently. ","Bone nibblers are used to trim irregular bone edges, excise bone fragments, and prepare bone surfaces for grafts or implants.","Bone cutter, Bone biter",https://hardikinternational.com/wp-content/uploads/2024/10/691-012.jpeg
181,181_Introducer dilator.png,"Merit Medical Devices. (2019, December 20). Coaxial Introducer/Dilator Pair - S-MAK5F-15 - Merit OEM. Merit OEM. https://meritoem.com/product/s-mak5f-15/",Introducer Dilator,"It is a rigid, tapered, cylindrical instrument made of plastic or metal, designed to be inserted over a guidewire. It facilitates vessel dilation with minimal trauma and ensures proper placement of large-bore catheters, such as central venous catheters (CVCs) or hemodialysis catheters.","The introducer dilator is used in internal jugular (IJ) catheter insertion to gradually enlarge the vessel entry site, allowing smooth passage of the catheter or sheath introducer.",Coaxial dilator,https://meritoem.com/product/s-mak5f-15/
182,182_Shepard Cannula.png,"Henry Schein, Inc. (n.d.). 0702042 Arthrocentesis Instrument - Henry Schein Medical. https://www.henryschein.com/us-en/medical/p/medical-surgical-supplies/surgical-instruments/instrument-arthrocnt-shephrd/1423719",Shepard Cannula,"The Shepard incision irrigating cannula is a specialized surgical instrument designed for precise irrigation during procedures. Typically 30 gauge in size, it features an angled, flattened tip with a blunt end opening located 5.0 mm from the bend to the tip, and has an overall length of 19.0 mm, excluding the hub.  This design facilitates controlled irrigation, making it suitable for delicate surgical applications.","The Shepard incision irrigating cannula is primarily utilized in ophthalmic surgeries for precise irrigation of corneal wounds.  Additionally, a specialized Y-shaped Shepard cannula has been employed in single-needle arthrocentesis procedures to treat temporomandibular joint disorders, offering an alternative to the traditional double-needle technique.",Single Needle Arthrocentesis,https://www.henryschein.com/us-en/medical/p/medical-surgical-supplies/surgical-instruments/instrument-arthrocnt-shephrd/1423719
